Tarih,TP_DK_USD_S_YTL
26-10-2023,28.1313
27-10-2023,28.1532
30-10-2023,28.1765
31-10-2023,28.2552
01-11-2023,28.2874
02-11-2023,28.3315
03-11-2023,28.3573
06-11-2023,28.399
07-11-2023,28.4395
08-11-2023,28.4865
09-11-2023,28.528
10-11-2023,28.5272
13-11-2023,28.537
14-11-2023,28.5934
15-11-2023,28.6341
16-11-2023,28.6679
17-11-2023,28.7045
20-11-2023,28.7109
21-11-2023,28.7568
22-11-2023,28.7992
23-11-2023,28.8136
24-11-2023,28.8304
27-11-2023,28.8607
28-11-2023,28.9104
29-11-2023,28.9289
30-11-2023,28.9116
01-12-2023,28.8728
04-12-2023,28.9073
05-12-2023,28.9035
06-12-2023,28.9225
07-12-2023,28.9313
08-12-2023,28.926
11-12-2023,28.9495
12-12-2023,28.9917
13-12-2023,29.0295
14-12-2023,29.0579
15-12-2023,29.0328
18-12-2023,29.0369
19-12-2023,29.0576
20-12-2023,29.0822
21-12-2023,29.1201
22-12-2023,29.1422
25-12-2023,29.1869
26-12-2023,29.2634
27-12-2023,29.3174
28-12-2023,29.3903
29-12-2023,29.4502
02-01-2024,29.4913
03-01-2024,29.7209
04-01-2024,29.793
05-01-2024,29.7988
08-01-2024,29.825
09-01-2024,29.8879
10-01-2024,29.9361
11-01-2024,29.9675
12-01-2024,30.0121
15-01-2024,30.0704
16-01-2024,30.099
17-01-2024,30.1011
18-01-2024,30.1263
19-01-2024,30.1389
22-01-2024,30.1761
23-01-2024,30.235
24-01-2024,30.273
25-01-2024,30.269
26-01-2024,30.273
29-01-2024,30.2888
30-01-2024,30.3394
31-01-2024,30.3599
01-02-2024,30.3497
02-02-2024,30.3609
05-02-2024,30.4282
06-02-2024,30.532
07-02-2024,30.5626
08-02-2024,30.5899
09-02-2024,30.5907
12-02-2024,30.6556
13-02-2024,30.687
14-02-2024,30.7242
15-02-2024,30.7387
16-02-2024,30.7521
19-02-2024,30.7774
20-02-2024,30.8595
21-02-2024,30.8944
22-02-2024,30.9652
23-02-2024,31.014
26-02-2024,31.0605
27-02-2024,31.1
28-02-2024,31.1297
29-02-2024,31.1761
01-03-2024,31.2159
04-03-2024,31.2955
05-03-2024,31.4635
06-03-2024,31.6025
07-03-2024,31.7182
08-03-2024,31.8341
11-03-2024,31.9192
12-03-2024,31.9953
13-03-2024,32.0432
14-03-2024,32.0967
15-03-2024,32.1207
18-03-2024,32.1793
19-03-2024,32.3029
20-03-2024,32.3372
21-03-2024,32.3876
22-03-2024,32.3688
25-03-2024,32.0251
26-03-2024,32.117
27-03-2024,32.1583
28-03-2024,32.2229
29-03-2024,32.3177
01-04-2024,32.3436
02-04-2024,32.4151
03-04-2024,32.1881
04-04-2024,31.9968
05-04-2024,31.897
08-04-2024,31.9784
09-04-2024,32.0636
15-04-2024,32.0636
16-04-2024,32.3854
17-04-2024,32.4632
18-04-2024,32.5211
19-04-2024,32.5136
22-04-2024,32.5682
24-04-2024,32.5586
25-04-2024,32.5327
26-04-2024,32.5332
29-04-2024,32.5111
30-04-2024,32.3971
02-05-2024,32.3673
03-05-2024,32.3781
06-05-2024,32.3053
07-05-2024,32.2822
08-05-2024,32.2653
09-05-2024,32.265
10-05-2024,32.235
13-05-2024,32.2113
14-05-2024,32.2075
15-05-2024,32.2526
16-05-2024,32.2877
17-05-2024,32.2152
20-05-2024,32.252
21-05-2024,32.2139
22-05-2024,32.2135
23-05-2024,32.1788
24-05-2024,32.2
27-05-2024,32.2031
28-05-2024,32.189
29-05-2024,32.1782
30-05-2024,32.2454
31-05-2024,32.307
03-06-2024,32.1918
04-06-2024,32.2114
05-06-2024,32.3269
06-06-2024,32.5131
07-06-2024,32.2354
10-06-2024,32.2503
11-06-2024,32.4282
12-06-2024,32.3709
13-06-2024,32.3655
14-06-2024,32.2894
20-06-2024,32.5164
21-06-2024,32.6298
24-06-2024,32.84
25-06-2024,32.8669
26-06-2024,32.9608
27-06-2024,32.9633
28-06-2024,32.9009
01-07-2024,32.8853
02-07-2024,32.6795
03-07-2024,32.6878
04-07-2024,32.5514
05-07-2024,32.5597
08-07-2024,32.6889
09-07-2024,32.6989
10-07-2024,32.7952
11-07-2024,32.9441
12-07-2024,32.9065
16-07-2024,32.9662
17-07-2024,33.0818
18-07-2024,33.0975
19-07-2024,33.0985
22-07-2024,33.0637
23-07-2024,33.0035
24-07-2024,32.9398
25-07-2024,32.8698
26-07-2024,33.0427
29-07-2024,33.018
30-07-2024,33.0102
31-07-2024,33.0899
01-08-2024,33.1431
02-08-2024,33.1378
05-08-2024,33.1359
06-08-2024,33.3172
07-08-2024,33.4586
08-08-2024,33.5568
09-08-2024,33.5073
12-08-2024,33.5199
13-08-2024,33.5447
14-08-2024,33.5532
15-08-2024,33.5449
16-08-2024,33.635
19-08-2024,33.6713
20-08-2024,33.713
21-08-2024,33.809
22-08-2024,33.9075
23-08-2024,33.9116
26-08-2024,33.9473
27-08-2024,33.9894
28-08-2024,34.0189
29-08-2024,34.0238
02-09-2024,33.9844
03-09-2024,33.9807
04-09-2024,33.9481
05-09-2024,34.0337
06-09-2024,33.9702
09-09-2024,33.9547
10-09-2024,34.0288
11-09-2024,34.0516
12-09-2024,34.001
13-09-2024,33.9594
16-09-2024,33.8768
17-09-2024,33.9506
18-09-2024,34.0293
19-09-2024,34.0896
20-09-2024,34.0379
23-09-2024,34.0142
24-09-2024,34.1241
25-09-2024,34.1429
26-09-2024,34.1508
27-09-2024,34.1596
30-09-2024,34.1514
01-10-2024,34.1825
02-10-2024,34.1862
03-10-2024,34.2154
04-10-2024,34.1741
07-10-2024,34.2013
08-10-2024,34.2497
09-10-2024,34.272
10-10-2024,34.2567
11-10-2024,34.2137
14-10-2024,34.2241
15-10-2024,34.265
16-10-2024,34.2634
17-10-2024,34.2248
18-10-2024,34.1769
21-10-2024,34.2401
22-10-2024,34.2404
23-10-2024,34.2437
24-10-2024,34.2627
25-10-2024,34.2518
28-10-2024,34.2506
30-10-2024,34.2506
31-10-2024,34.2711
01-11-2024,34.2403
04-11-2024,34.2852
05-11-2024,34.3374
06-11-2024,34.3438
07-11-2024,34.2456
08-11-2024,34.238
11-11-2024,34.3232
12-11-2024,34.3487
13-11-2024,34.3746
14-11-2024,34.3736
15-11-2024,34.3614
18-11-2024,34.3951
19-11-2024,34.4941
20-11-2024,34.5784
21-11-2024,34.4992
22-11-2024,34.5115
25-11-2024,34.5263
26-11-2024,34.5806
27-11-2024,34.6349
28-11-2024,34.6351
29-11-2024,34.632
02-12-2024,34.6417
03-12-2024,34.7056
04-12-2024,34.7391
05-12-2024,34.7498
06-12-2024,34.7377
